,SYMBOL,NAME OF COMPANY,macro,sector,industry,basicIndustry
783,ICEMAKE,Ice Make Refrigeration Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
784,ICICIBANK,ICICI Bank Limited,Financial Services,Financial Services,Banks,Private Sector Bank
785,ICICIGI,ICICI Lombard General Insurance Company Limited,Financial Services,Financial Services,Insurance,General Insurance
786,ICICIPRULI,ICICI Prudential Life Insurance Company Limited,Financial Services,Financial Services,Insurance,Life Insurance
787,ICIL,Indo Count Industries Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
788,ICRA,ICRA Limited,Financial Services,Financial Services,Capital Markets,Ratings
789,IDBI,IDBI Bank Limited,Financial Services,Financial Services,Banks,Private Sector Bank
790,IDEA,Vodafone Idea Limited,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services
791,IDEAFORGE,Ideaforge Technology Limited,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
792,IDFCFIRSTB,IDFC First Bank Limited,Financial Services,Financial Services,Banks,Private Sector Bank
793,IEL,Indiabulls Enterprises Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
794,IEX,Indian Energy Exchange Limited,Financial Services,Financial Services,Capital Markets,Exchange and Data Platform
795,IFBAGRO,IFB Agro Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
796,IFBIND,IFB Industries Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
797,IFCI,IFCI Limited,Financial Services,Financial Services,Finance,Financial Institution
798,IFGLEXPOR,IFGL Refractories Limited,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories
799,IGARASHI,Igarashi Motors India Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
800,IGIL,International Gemmological Institute (India) Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
801,IGL,Indraprastha Gas Limited,Energy,Oil Gas & Consumable Fuels,Gas,LPG/CNG/PNG/LNG Supplier
802,IGPL,IG Petrochemicals Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
803,IIFL,IIFL Finance Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
804,IIFLCAPS,IIFL Capital Services Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
805,IITL,Industrial Investment Trust Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
806,IKIO,IKIO Lighting Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics
807,IKS,Inventurus Knowledge Solutions Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services
808,IL&FSENGG,IL&FS Engineering and Construction Company Limited,,,,
809,IL&FSTRANS,IL&FS Transportation Networks Limited,,,,
810,IMAGICAA,Imagicaaworld Entertainment Limited,Consumer Discretionary,Consumer Services,Leisure Services,Amusement Parks/ Other Recreation
811,IMFA,Indian Metals & Ferro Alloys Limited,Commodities,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese
812,IMPAL,India Motor Parts and Accessories Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Trading - Auto Components
813,IMPEXFERRO,Impex Ferro Tech Limited,Commodities,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese
814,INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
815,INDBANK,Indbank Merchant Banking Services Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
816,INDGN,Indegene Limited,Healthcare,Healthcare,Healthcare Services,Healthcare Research Analytics & Technology
817,INDHOTEL,The Indian Hotels Company Limited,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
818,INDIACEM,The India Cements Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
819,INDIAGLYCO,India Glycols Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
820,INDIAMART,Indiamart Intermesh Limited,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail
821,INDIANB,Indian Bank,Financial Services,Financial Services,Banks,Public Sector Bank
822,INDIANCARD,Indian Card Clothing Company Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
823,INDIANHUME,Indian Hume Pipe Company Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
824,INDIASHLTR,India Shelter Finance Corporation Limited,Financial Services,Financial Services,Finance,Housing Finance Company
825,INDIGO,InterGlobe Aviation Limited,Services,Services,Transport Services,Airline
826,INDIGOPNTS,Indigo Paints Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints
827,INDNIPPON,India Nippon Electricals Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
828,INDOAMIN,Indo Amines Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
829,INDOBORAX,Indo Borax & Chemicals Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
830,INDOCO,Indoco Remedies Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
831,INDOFARM,Indo Farm Equipment Limited,Industrials,Capital Goods,Agricultural Commercial & Construction Vehicles,Tractors
832,INDORAMA,Indo Rama Synthetics (India) Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
833,INDOSTAR,IndoStar Capital Finance Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
834,INDOTECH,Indo Tech Transformers Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
835,INDOTHAI,Indo Thai Securities Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
836,INDOUS,Indo Us Biotech Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
837,INDOWIND,Indowind Energy Limited,Utilities,Power,Power,Power Generation
838,INDRAMEDCO,Indraprastha Medical Corporation Limited,Healthcare,Healthcare,Healthcare Services,Hospital
839,INDSWFTLAB,Ind-Swift Laboratories Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
840,INDSWFTLTD,Ind-Swift Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
841,INDTERRAIN,Indian Terrain Fashions Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
842,INDUSINDBK,IndusInd Bank Limited,Financial Services,Financial Services,Banks,Private Sector Bank
843,INDUSTOWER,Indus Towers Limited,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure
844,INFIBEAM,Infibeam Avenues Limited,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech)
845,INFOBEAN,InfoBeans Technologies Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
846,INFOMEDIA,Infomedia Press Limited,Consumer Discretionary,Media Entertainment & Publication,Printing & Publication,Printing & Publication
847,INFY,Infosys Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
848,INGERRAND,Ingersoll Rand (India) Limited,Industrials,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines
849,INNOVACAP,Innova Captab Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
850,INNOVANA,Innovana Thinklabs Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
851,INOXGREEN,Inox Green Energy Services Limited,Utilities,Utilities,Other Utilities,Other Utilities
852,INOXINDIA,INOX India Limited,Industrials,Capital Goods,Industrial Products,Other Industrial Products
853,INOXWIND,Inox Wind Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
854,INSECTICID,Insecticides (India) Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
855,INSPIRISYS,Inspirisys Solutions Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services
856,INTELLECT,Intellect Design Arena Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
857,INTENTECH,Intense Technologies Limited,Information Technology,Information Technology,IT - Software,Software Products
858,INTERARCH,Interarch Building Products Limited,Industrials,Construction,Construction,Civil Construction
859,INTLCONV,International Conveyors Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
860,INVENTURE,Inventure Growth & Securities Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
861,IOB,Indian Overseas Bank,Financial Services,Financial Services,Banks,Public Sector Bank
862,IOC,Indian Oil Corporation Limited,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Refineries & Marketing
863,IOLCP,IOL Chemicals and Pharmaceuticals Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
864,IONEXCHANG,ION Exchange (India) Limited,Utilities,Utilities,Other Utilities,Water Supply & Management
865,IPCALAB,IPCA Laboratories Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
866,IPL,India Pesticides Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
867,IRB,IRB Infrastructure Developers Limited,Industrials,Construction,Construction,Civil Construction
868,IRCON,Ircon International Limited,Industrials,Construction,Construction,Civil Construction
869,IRCTC,Indian Railway Catering And Tourism Corporation Limited,Consumer Discretionary,Consumer Services,Leisure Services,Tour Travel Related Services
870,IREDA,Indian Renewable Energy Development Agency Limited,Financial Services,Financial Services,Finance,Financial Institution
871,IRFC,Indian Railway Finance Corporation Limited,Financial Services,Financial Services,Finance,Financial Institution
872,IRIS,Iris Business Services Limited,Information Technology,Information Technology,IT - Software,Software Products
873,IRISDOREME,Iris Clothings Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
874,IRMENERGY,IRM Energy Limited,Energy,Oil Gas & Consumable Fuels,Gas,LPG/CNG/PNG/LNG Supplier
875,ISEC,ICICI Securities Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
876,ISFT,Intrasoft Technologies Limited,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce
877,ISGEC,Isgec Heavy Engineering Limited,Industrials,Construction,Construction,Civil Construction
878,ITC,ITC Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Diversified FMCG,Diversified FMCG
879,ITDC,India Tourism Development Corporation Limited,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
880,ITDCEM,ITD Cementation India Limited,Industrials,Construction,Construction,Civil Construction
881,ITI,ITI Limited,Telecommunication,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories
882,IVC,IL&FS Investment Managers Limited,Financial Services,Financial Services,Capital Markets,Asset Management Company
883,IVP,IVP Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
884,IWEL,Inox Wind Energy Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
885,IXIGO,Le Travenues Technology Limited,Consumer Discretionary,Consumer Services,Leisure Services,Tour Travel Related Services
886,IZMO,IZMO Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services
887,J&KBANK,The Jammu & Kashmir Bank Limited,,,,
888,JAGRAN,Jagran Prakashan Limited,Consumer Discretionary,Media Entertainment & Publication,Media,Print Media
889,JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
890,JAIBALAJI,Jai Balaji Industries Limited,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
891,JAICORPLTD,Jai Corp Limited,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
892,JAIPURKURT,Nandani Creation Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
893,JAMNAAUTO,Jamna Auto Industries Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
894,JASH,Jash Engineering Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
895,JAYAGROGN,Jayant Agro Organics Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
896,JAYBARMARU,Jay Bharat Maruti Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
897,JAYNECOIND,Jayaswal Neco Industries Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
898,JAYSREETEA,Jayshree Tea & Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
899,JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
900,JBMA,JBM Auto Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
901,JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
902,JETFREIGHT,Jet Freight Logistics Limited,Services,Services,Transport Services,Logistics Solution Provider
903,JGCHEM,J.G.Chemicals Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
904,JHS,JHS Svendgaard Laboratories Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
905,JINDALPHOT,Jindal Photo Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Household Products
906,JINDALPOLY,Jindal Poly Films Limited,Industrials,Capital Goods,Industrial Products,Packaging
907,JINDALSAW,Jindal Saw Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
908,JINDALSTEL,Jindal Steel & Power Limited,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
909,JINDRILL,Jindal Drilling And Industries Limited,Energy,Oil Gas & Consumable Fuels,Oil,Offshore Support Solution Drilling
910,JINDWORLD,Jindal Worldwide Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
911,JIOFIN,Jio Financial Services Limited,Financial Services,Financial Services,Finance,Investment Company
912,JISLDVREQS,Jain Irrigation Systems Limited,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
913,JISLJALEQS,Jain Irrigation Systems Limited,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
914,JITFINFRA,JITF Infralogistics Limited,Utilities,Utilities,Other Utilities,Water Supply & Management
915,JKCEMENT,JK Cement Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
916,JKIL,J.Kumar Infraprojects Limited,Industrials,Construction,Construction,Civil Construction
917,JKLAKSHMI,JK Lakshmi Cement Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
918,JKPAPER,JK Paper Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products
919,JKTYRE,JK Tyre & Industries Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
920,JLHL,Jupiter Life Line Hospitals Limited,Healthcare,Healthcare,Healthcare Services,Hospital
